eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
,,1998,4,29,3,18,28.0,,-38.289999999999999,-4.4100000000000001,,,,0.0,,3.1000000000000001,0.29999999999999999,
,,1998,5,6,14,45,19.0,,-56.700000000000003,-18.129999999999999,,,,0.0,,3.1000000000000001,0.29999999999999999,
,,1998,5,7,14,0,8.0,,-73.640000000000001,-7.5,,,,0.0,,3.3999999999999999,0.29999999999999999,
,,1998,5,12,14,29,51.0,,-56.799999999999997,-11.6,,,,0.0,,3.2999999999999998,0.29999999999999999,
,,1998,5,12,14,30,26.0,,-56.579999999999998,-18.41,,,,0.0,,3.1000000000000001,0.29999999999999999,
,,1998,5,22,17,33,3.0,,-47.68,-19.170000000000002,,,,3.0,,3.7999999999999998,0.29999999999999999,
,,1998,5,30,9,57,45.0,,-55.969999999999999,-19.149999999999999,,,,0.0,,3.2999999999999998,0.29999999999999999,
,,1998,6,4,0,40,46.0,,-38.289999999999999,-4.4100000000000001,,,,0.0,,3.7000000000000002,0.29999999999999999,
,,1998,7,21,22,22,59.0,,-56.780000000000001,-11.59,,,,0.0,,3.7999999999999998,0.29999999999999999,
,,1998,8,4,6,17,9.0,,-38.289999999999999,-4.4100000000000001,,,,0.0,,3.2000000000000002,0.29999999999999999,
,,1998,8,26,15,9,43.0,,-42.960000000000001,-19.09,,,,0.0,,3.5,0.29999999999999999,
,,1998,9,24,6,13,32.0,,-56.799999999999997,-11.6,,,,0.0,,3.3999999999999999,0.29999999999999999,
,,1998,10,9,8,3,13.0,,-54.57,-8.7300000000000004,,,,0.0,,3.2000000000000002,0.29999999999999999,
,,1998,10,18,7,13,13.0,,-38.289999999999999,-4.4100000000000001,,,,0.0,,3.2000000000000002,0.29999999999999999,
,,1998,11,11,19,10,57.0,,-56.789999999999999,-11.609999999999999,,,,0.0,,3.3999999999999999,0.29999999999999999,
,,1999,1,2,8,33,55.0,,-49.170000000000002,-23.41,,,,0.0,,3.1000000000000001,0.29999999999999999,
,,1999,1,7,12,45,8.0,,-38.289999999999999,-4.4100000000000001,,,,0.0,,3.1000000000000001,0.29999999999999999,
,,1999,3,15,5,13,32.0,,-63.789999999999999,-0.22,,,,22.0,,3.7000000000000002,0.29999999999999999,
